,0,1,2,3,4
2106,momentive-performance-materials,Momentive Performance Materials, ,"$11,792,690",1
2107,mondelez-international,Mondelez International,MDLZ),"$24,235,258",1
2108,moneygram-international,MoneyGram International,MGI),"$261,802,453",3
2109,monomoy-capital-partners,Monomoy Capital Partners, ,"$3,190,346",1
2110,monro-inc,Monro Inc.,MNRO),"$995,062",37
2111,montefiore-health-system,Montefiore Health System, ,"$1,704,399",9
2112,monterey-mushrooms,Monterey Mushrooms, ,"$3,706,121",6
2113,montgomery-chemicals,Montgomery Chemicals, ,"$336,780",4
2114,moodys,Moody's,MCO),"$880,758,879",4
2115,moog-inc,Moog Inc.,MOG.A),"$25,000",1
2116,morgan-drexen,Morgan Drexen, ,"$179,050,569",3
2117,morgan-stanley,Morgan Stanley,MS),"$9,934,751,234",155
2118,morningstar-inc,Morningstar Inc.,MORN),"$3,522,257",1
2119,mosaic-co,Mosaic Co.,MOS),"$854,223,282",39
2120,motorola-solutions,Motorola Solutions,MSI),"$26,116,012",1
2121,motorscience,MotorScience, ,"$4,332,000",3
2122,mount-sinai-medical-center-fl,Mount Sinai Medical Center (FL), ,"$7,508,892",4
2123,mount-sinai-medical-center-ny,Mount Sinai Medical Center (NY), ,"$20,237,376",7
2124,mountaire-corporation,Mountaire Corporation, ,"$214,872,294",6
2125,mplx-lp,MPLX LP,MPLX),"$15,723,012",30
2126,mr-cooper-group,Mr. Cooper Group,COOP),"$156,097,824",17
2127,mrc-global,MRC Global,MRC),"$48,013",2
2128,msa-safety-inc,MSA Safety Inc.,MSA),"$510,000",2
2129,msd-llc,MSD LLC, ,"$1,000,000",3
2130,mt-olive-pickle,Mt. Olive Pickle, ,"$131,856",1
2131,mubadala-investment-company,Mubadala Investment Company, ,"$395,915",6
2132,mueller-industries,Mueller Industries,MLI),"$2,455,859",3
2133,mueller-water-products,Mueller Water Products,MWA),"$427,645",25
2134,mulberry-health,Mulberry Health, ,"$2,832,750",17
2135,multicare-health-system,Multicare Health System, ,"$1,031,900",1
2136,munich-re,Munich Re, ,"$9,650,800",16
2137,murphy-oil,Murphy Oil,MUR),"$293,130",9
2138,murphy-usa,Murphy USA,MUSA),"$489,143,022",39
2139,murray-energy,Murray Energy, ,"$31,367,565","1,673"
2140,mutual-of-omaha,Mutual of Omaha, ,"$1,955,900",1
2141,mv-transportation,MV Transportation, ,"$980,161",14
2142,mvm-inc,MVM Inc., ,"$3,106,569",27
2143,myers-industries,Myers Industries,MYE),"$255,650",9
2144,myr-group,MYR Group,MYRG),"$916,150",23
2145,na-degerstrom-inc,"N.A. Degerstrom, Inc.", ,"$421,809",33
2146,nabors-industries,Nabors Industries,NBR),"$630,837",46
2147,nacco-industries,NACCO Industries,NC),"$146,014",5
2148,nally-and-hamilton-enterprises,Nally & Hamilton Enterprises, ,"$2,712,847",70
2149,nasdaq-inc,Nasdaq Inc.,NDAQ),"$12,245,000",3
2150,natera-inc,Natera Inc.,NTRA),"$10,664,159",2
2151,national-air-cargo-group-inc,National Air Cargo Group Inc., ,"$28,148,247",1
2152,national-australia-bank,National Australia Bank, ,"$100,000",1
2153,national-beverage-corp,National Beverage Corp.,FIZZ),"$636,056",1
2154,national-consolidated-couriers,National Consolidated Couriers, ,"$2,497,193",5
2155,national-express-group-plc,National Express Group PLC,LSE: NEX),"$30,186",2
2156,national-food-corporation,National Food Corporation, ,"$1,284,729",2
2157,national-frozen-foods,National Frozen Foods, ,"$142,652",4
2158,national-fuel-gas,National Fuel Gas,NFG),"$1,573,395",15
2159,national-grid,National Grid,LSE: NG),"$105,754,344",7
2160,national-gypsum,National Gypsum, ,"$254,642",13
2161,national-healthcare-corp,National Healthcare Corp.,NHC),"$28,112,901",1
2162,national-instruments-corp,National Instruments Corp.,NATI),"$7,500",1
2163,national-life-group,National Life Group, ,"$67,187",4
2164,national-security-technologies-llc,National Security Technologies LLC, ,"$288,750",2
2165,national-senior-care-inc,National Senior Care Inc., ,"$14,099,610",2
2166,national-western-life,National Western Life,NWLI),"$3,031,156",4
2167,nationwide,Nationwide, ,"$237,471,994",8
2168,natixis,Natixis, ,"$31,525,000",2
2169,natura-and-co,Natura & Co., ,"$67,648,000",1
2170,natures-sunshine-products,Nature's Sunshine Products,NATR),"$600,000",1
2171,natwest-group-plc,NatWest Group PLC, ,"$13,516,771,857",27
2172,nautilus-inc,Nautilus Inc.,NLS),"$961,550",2
2173,navient,Navient,NAVI),"$1,945,351,509",4
2174,navy-federal-credit-union,Navy Federal Credit Union, ,"$28,507,426",1
2175,ncr-corp,NCR Corp.,NCR),"$11,195,318",5
2176,nec-corp,NEC Corp., ,"$41,436,691",2
2177,neenah-paper,Neenah Paper,NP),"$281,824",3
2178,neles,Neles, ,"$24,063",3
2179,nelnet,Nelnet,NNI),"$49,210,500",1
2180,nemak,Nemak, ,"$134,660",9
2181,neo-performance-materials,Neo Performance Materials, ,"$356,567",1
2182,neogen,Neogen,NEOG),"$130,587",5
2183,neptune-orient-lines,Neptune Orient Lines, ,"$36,393,198",2
2184,nestle,Nestle, ,"$21,477,892",23
2185,netapp,NetApp,NTAP),"$128,067,965",1
2186,netflix,Netflix,NFLX),"$9,000,000",1
2187,netone-international,NetOne International, ,"$1,625,000",2
2188,nevada-heart-and-vascular-center,Nevada Heart and Vascular Center, ,"$2,510,001",1
2189,new-balance,New Balance, ,"$22,282",2
2190,new-day-financial-llc,New Day Financial LLC, ,"$6,337,500",1
2191,new-jersey-resources,New Jersey Resources,NJR),"$111,660",4
2192,new-mountain-capital,New Mountain Capital, ,"$12,413,476",32
2193,new-nautical-coatings-inc,"New Nautical Coatings, Inc.", ,"$1,287,333",3
2194,new-united-motors-manufacturing-inc,New United Motors Manufacturing Inc., ,"$11,570,643",4
2195,new-york-community-bancorp,New York Community Bancorp,NYCB),"$8,000",1
2196,new-york-life-insurance,New York Life Insurance, ,"$57,182,602",8
2197,newegg-inc,Newegg Inc., ,"$24,902",1
2198,newell-brands,Newell Brands,NWL),"$13,494,187",28
2199,newmarket-corp,NewMarket Corp.,NEU),"$330,429",4
2200,newmont-corporation,Newmont Corporation,NEM),"$2,667,492",134
2201,newpark-resources,Newpark Resources,NR),"$97,062",2
2202,newport-sand-and-gravel,Newport Sand & Gravel, ,"$230,176",2
2203,news-corp,News Corp.,NWSA),"$22,567,482",1
2204,newyork-presbyterian,NewYork-Presbyterian, ,"$26,001,417",5
2205,nextera-energy,NextEra Energy,NEE),"$37,185,638",1
2206,nextier-oilfield-solutions,NexTier Oilfield Solutions,NEX),"$2,820,719",2
2207,ngk-insulators,NGK Insulators, ,"$65,334,030",1
2208,ngk-spark-plug,NGK Spark Plug, ,"$52,116,907",1
2209,ngl-energy-partners,NGL Energy Partners,NGL),"$25,032,835",2
2210,ngp-energy-capital,NGP Energy Capital, ,"$9,688",1
2211,nhk-spring,NHK Spring, ,"$28,530,750",1
2212,nic-inc,NIC Inc.,EGOV),"$500,000",1
2213,nidec-group,Nidec Group, ,"$1,690,000",1
2214,nielsen-holdings,Nielsen Holdings,NLSN),"$3,352,228",4
2215,nike,Nike,NKE),"$17,749,040",3
2216,nikola-corporation,Nikola Corporation,NKLA),"$125,000,000",1
2217,nikon,Nikon, ,"$27,000",1
2218,nimmrich-and-prahm,Nimmrich & Prahm, ,"$1,200,000",1
2219,nine-mile-mining,Nine Mile Mining, ,"$543,562",34
2220,ningbo-joyson-electronic,Ningbo Joyson Electronic, ,"$1,794,335,460",2
2221,nippon-express,Nippon Express, ,"$21,139,866",2
2222,nippon-paper,Nippon Paper, ,"$14,000",2
2223,nippon-seiki,Nippon Seiki, ,"$1,000,000",1
2224,nippon-sheet-glass,Nippon Sheet Glass, ,"$3,029,982",6
2225,nippon-steel-and-sumitomo-metal,Nippon Steel & Sumitomo Metal, ,"$163,374",9
2226,nippon-telegraph-and-telephone,Nippon Telegraph & Telephone, ,"$708,873",3
2227,nishikawa-rubber,Nishikawa Rubber, ,"$130,008,750",1
2228,nisource,NiSource,NI),"$678,008,930",8
2229,nissan,Nissan, ,"$157,070,078",7
2230,nissin-foods,Nissin Foods, ,"$135,640",7
2231,nissui-nippon-suisan-kaisha,Nissui (Nippon Suisan Kaisha), ,"$2,071,068",3
2232,nitto-denko,Nitto Denko, ,"$89,234",5
2233,nn-inc,NN Inc.,NNBR),"$111,092",2
2234,noble-corp,Noble Corp.,NE),"$20,374,998",1
2235,noka-shipping-company-ltd,Noka Shipping Company Ltd., ,"$900,000",1
2236,nokia,Nokia,NOK),"$405,350,639",12
2237,nomura,Nomura,NMR),"$29,400,000",2
2238,noranda-aluminum,Noranda Aluminum, ,"$845,980",71
2239,norbord,Norbord,OSB),"$219,545",6
2240,norbulk-shipping-uk-ltd,Norbulk Shipping UK Ltd, ,"$757,500",2
2241,norddeutsche-landesbank,Norddeutsche Landesbank, ,"$2,618,600",1
2242,nordson-corp,Nordson Corp.,NDSN),"$129,572",6
2243,nordstrom,Nordstrom,NYSE: JWN),"$19,597,258",4
2244,norfolk-southern,Norfolk Southern,NSC),"$68,565,220",9
2245,norman-regional-health-system,Norman Regional Health System, ,"$1,618,750",1
2246,norsk-hydro,Norsk Hydro, ,"$49,670,009",1
2247,nortel-networks,Nortel Networks, ,"$56,500,000",1
2248,north-321-stone-co,North 321 Stone Co., ,"$435,339",35
2249,north-mississippi-health-services,North Mississippi Health Services, ,"$2,894,683",2
2250,northern-light-health,Northern Light Health, ,"$1,573,000",1
2251,northern-trust,Northern Trust,NTRS),"$75,470,656",2
2252,northrop-grumman,Northrop Grumman,NOC),"$778,378,291",13
2253,northwell-health,Northwell Health, ,"$208,040,358",13
2254,northwest-dairy-association,Northwest Dairy Association, ,"$455,996",11
2255,northwest-pipe-co,Northwest Pipe Co.,NWPX),"$212,486",8
2256,northwestern-corp,NorthWestern Corp.,NWE),"$2,341,600",2
2257,northwestern-mutual,Northwestern Mutual, ,"$854,937",5
2258,northwestern-university,Northwestern University, ,"$8,514,672",2
2259,norton-healthcare,Norton Healthcare, ,"$9,902,050",1
2260,nortonlifelock,NortonLifeLock,NLOK),"$112,440,002",4
2261,norwegian-cruise-line,Norwegian Cruise Line,NCLH),"$21,739,587",1
2262,nov-inc,NOV Inc.,NOV),"$28,702,447",4
2263,novant-health,Novant Health, ,"$33,319,393",3
2264,novartis,Novartis,NYSE: NVS),"$2,711,283,570",10
2265,novo-holdings-as,Novo Holdings A/S, ,"$104,587,792",3
2266,novolex,Novolex, ,"$1,632,404",23
2267,nrg-energy,NRG Energy,NRG),"$1,647,508,716",11
2268,nsk,NSK, ,"$68,233,700",1
2269,ntn-corporation,NTN Corporation, ,"$2,095,409",2
2270,nu-skin-enterprises,Nu Skin Enterprises,NUS),"$765,688",1
2271,nucor,Nucor,NUE),"$124,568,867",31
2272,nufarm,Nufarm, ,"$866,924",22
2273,nustar-energy,NuStar Energy,NS),"$6,495,553",29
2274,nutraceutical-international-corp,Nutraceutical International Corp., ,"$45,000",1
2275,nutrien-ltd,Nutrien Ltd., ,"$60,187,518",59
2276,nuvance-health,Nuvance Health, ,"$3,759,032",3
2277,nuvasive-inc,NuVasive Inc.,NUVA),"$13,500,000",2
2278,nuverra-environmental-solutions,Nuverra Environmental Solutions,NES),"$417,567",2
2279,nvr,NVR,NVR),"$832,760",2
2280,nyrstar,Nyrstar, ,"$1,715,489",5
2281,nyu-langone-health,NYU Langone Health, ,"$127,391",1
2282,o-and-g-industries,O&G Industries, ,"$1,157,300",7
2283,oneal-industries,O'Neal Industries, ,"$903,820",1
2284,oreilly-automotive,O'Reilly Automotive,ORLY),"$45,727,488",1
2285,oreilly-media,O'Reilly Media, ,"$174,313",2
2286,o-i-glass,O-I Glass,NYSE: OI),"$50,894,593",33
2287,oaktree-capital-management,Oaktree Capital Management,OAK),"$561,189",2
2288,oasis-petroleum,Oasis Petroleum,OAS),"$217,938",5
2289,oatey-supply-chain-services,Oatey Supply Chain Services, ,"$134,737",2
2290,occidental-petroleum,Occidental Petroleum,OXY),"$5,435,207,453",186
2291,ocean-network-express,Ocean Network Express, ,"$132,942,246",5
2292,oceaneering-international,Oceaneering International,OII),"$54,001",4
2293,oceanfirst-financial,OceanFirst Financial,OCFC),"$25,000",1
2294,oci-nv,OCI N.V., ,"$298,895",8
2295,ocwen-financial,Ocwen Financial,OCN),"$2,558,302,932",24
2296,odebrecht,Odebrecht, ,"$93,000,000",1
2297,odfjell,Odfjell, ,"$43,970,162",1
2298,odp-corporation,ODP Corporation,ODP),"$69,249,739",5
2299,odysea-carriers-sa,"Odysea Carriers, S.A.", ,"$1,200,000",1
2300,offshore-vessels-llc,Offshore Vessels LLC, ,"$2,100,000",1
2301,oge-energy,OGE Energy,OGE),"$520,842",3
2302,ohio-state-university-hospitals,Ohio State University Hospitals, ,"$2,880,052",1
2303,ohio-valley-electric,Ohio Valley Electric, ,"$101,355",2
2304,oil-states-international,Oil States International,OIS),"$3,167,824",5
2305,oil-dri,Oil-Dri,ODC),"$458,723",29
2306,oji-group,Oji Group, ,"$27,544",3
2307,okonite,Okonite, ,"$126,625",9
2308,olam-international,Olam International, ,"$3,257,825",2
2309,old-dominion-freight-line,Old Dominion Freight Line,ODFL),"$4,156,938",11
2310,old-national-bancorp,Old National Bancorp,ONB),"$844,500",5
2311,old-republic-international,Old Republic International,ORI),"$19,525,172",2
2312,old-second-bancorp,Old Second Bancorp,OSBC),"$7,500,000",1
2313,olin-corp,Olin Corp.,OLN),"$4,949,579",22
2314,olivet-management,Olivet Management, ,"$700,000",1
2315,olympic-steel,Olympic Steel,ZEUS),"$151,966",9
2316,olympus,Olympus, ,"$733,031,774",2
2317,olympus-partners,Olympus Partners, ,"$2,489,120",11
2318,omega-advisors,Omega Advisors, ,"$634,026",1
2319,omnicell-inc,Omnicell Inc.,OMCL),"$14,447",1
2320,omnicom,Omnicom,OMC),"$5,823,888",1
2321,on-semiconductor,ON Semiconductor,ON),"$133,995",3
2322,one-gas-inc,ONE Gas Inc.,OGS),"$95,032",10
2323,one-rock-capital-partners,One Rock Capital Partners, ,"$2,306,895",5
2324,onemain-holdings,OneMain Holdings,OMF),"$4,480,484",1
2325,oneok,Oneok,OKE),"$11,652,702",1
2326,onex,Onex, ,"$12,726,747",11
2327,opko-health,OPKO Health,OPK),"$11,517,700",1
2328,oppenheimer-holdings,Oppenheimer Holdings,OPY),"$92,516,205",28
2329,option-care-health,Option Care Health,OPCH),"$22,078,032",2
2330,oracle,Oracle,ORCL),"$553,348,126",6
2331,orascom-group,Orascom Group, ,"$40,345",1
2332,orbia-advance-corporation,Orbia Advance Corporation, ,"$148,453",6
2333,organon-and-co,Organon & Co.,OGN),"$167,000,000",1
2334,orica,Orica, ,"$257,308",16
2335,orion-engineered-carbons,Orion Engineered Carbons,OEC),"$101,673,486",5
2336,orion-group-holdings,Orion Group Holdings,ORN),"$20,034",1
2337,ormat-technologies,Ormat Technologies,ORA),"$5,746,160",1
2338,orthofix-medical,Orthofix Medical,OFIX),"$95,245,000",3
2339,oshkosh-corp,Oshkosh Corp.,OSK),"$5,239,383",5
2340,osi-group,OSI Group, ,"$542,880",3
2341,osi-systems-inc,OSI Systems Inc.,OSIS),"$122,922",3
2342,osram,OSRAM, ,"$806,005",14
2343,oswego-health,Oswego Health, ,"$3,590,484",1
2344,otis-worldwide-corporation,Otis Worldwide Corporation,OTIS),"$596,028",13
2345,otsuka-pharmaceutical,Otsuka Pharmaceutical, ,"$121,854,025",2
2346,otter-tail-corp,Otter Tail Corp.,OTTR),"$599,040",1
2347,otto-group,Otto Group, ,"$1,372,605",1
2348,outfront-media,OUTFRONT Media,OUT),"$89,245",6
2349,outokumpu-oyj,Outokumpu Oyj, ,"$150,000",1
2350,overseas-shipholding-group,Overseas Shipholding Group,OSG),"$42,000,000",1
2351,overstockcom-inc,Overstock.com Inc.,OSTK),"$6,905,029",2
2352,ovintiv-inc,Ovintiv Inc.,OVV),"$7,923,302",1
2353,owens-and-minor,Owens & Minor,OMI),"$9,429,907",1
2354,owens-corning,Owens Corning,OC),"$3,090,916",45
2355,oxbow-corporation,Oxbow Corporation, ,"$1,830,870",101
2356,p-and-w-waste-oil-services,P&W Waste Oil Services, ,"$21,373,143",1
2357,paccar,Paccar,PCAR),"$2,058,089",2
2358,pacific-ethanol,Pacific Ethanol,PEIX),"$663,710",7
2359,pacific-international-lines,Pacific International Lines, ,"$2,200,000",1
2360,pacific-life,Pacific Life, ,"$5,942,033",7
2361,pacifica-companies,Pacifica Companies, ,"$6,500,000",1
2362,pacira-biosciences,Pacira BioSciences,PCRX),"$3,500,000",1
2363,packaging-corporation-of-america,Packaging Corporation of America,PKG),"$1,535,426",65
2364,pacwest-bancorp,PacWest Bancorp,PACW),"$7,250",1
2365,pai-partners,PAI Partners, ,"$653,734",3
2366,palantir-technologies,Palantir Technologies, ,"$1,659,434",1
2367,palmetto-health,Palmetto Health, ,"$74,323,233",2
2368,pan-am-railways,Pan Am Railways, ,"$1,800,949",17
2369,pan-american-grain,Pan American Grain, ,"$1,857,726",5
2370,panalpina-group,Panalpina Group, ,"$94,367,714",4
2371,panasonic,Panasonic, ,"$389,444,208",5
2372,panda-restaurant-group,Panda Restaurant Group, ,"$3,835,273",3
2373,papa-johns-international,Papa John's International,Nasdaq: PZZA),"$16,053,850",5
2374,paramount-global,Paramount Global,PARAA),"$54,252,425",6
2375,parexel-international,Parexel International, ,"$258,900",2
2376,park-electrochemical,Park Electrochemical,PKE),"$61,178",2
2377,park-hotels-and-resorts,Park Hotels & Resorts,PK),"$197,865",6
2378,park-national-corp,Park National Corp.,PRK),"$511,100",2
2379,park-ohio-holdings,Park-Ohio Holdings,PKOH),"$875,247",3
2380,parker-drilling,Parker Drilling, ,"$16,096,437",2
2381,parker-hannifin,Parker-Hannifin,PH),"$8,923,766",6
2382,parsons-corporation,Parsons Corporation, ,"$5,647,536",1
2383,patriarch-partners-llc,Patriarch Partners LLC, ,"$9,961,727",1
2384,patrick-industries,Patrick Industries,PATK),"$56,220",7
2385,patriot-coal,Patriot Coal, ,"$26,725,116","1,325"
2386,patriot-rail-company,Patriot Rail Company, ,"$51,050",8
2387,patterson,Patterson,PDCO),"$53,238,432",3
2388,patterson-uti-energy,Patterson-UTI Energy,PTEN),"$16,718,062",3
2389,paychex,Paychex,PAYX),"$6,535,946",1
2390,paycom-software,Paycom Software,PAYC),"$484,032",1
2391,paypal-holdings,PayPal Holdings,PYPL),"$34,917,800",7
2392,pbf-energy,PBF Energy,PBF),"$36,167,742",52
2393,pbf-logistics,PBF Logistics,PBFX),"$97,790",6
2394,pdc-energy,PDC Energy,PDCE),"$25,258,611",27
2395,pdvsa-petroleos-de-venezuela-sa,PDVSA (Petroleos de Venezuela S.A.), ,"$497,043,323",59
2396,peabody-energy,Peabody Energy,BTU),"$16,409,317","1,199"
2397,pearson,Pearson,LSE: PSON),"$6,801,552",1
2398,peg-perego,Peg Perego, ,"$150,000",1
2399,pelican-refining,Pelican Refining, ,"$12,202,796",3
2400,pella-corporation,Pella Corporation, ,"$34,898,952",7
2401,pemco-services-inc,Pemco Services Inc., ,"$3,814,534",2
2402,penn-medicine,Penn Medicine, ,"$1,717,168",3
2403,penn-mutual,Penn Mutual, ,"$10,562,697",17
2404,penn-national-gaming,Penn National Gaming,PENN),"$583,263",8
2405,pennymac-financial-services,PennyMac Financial Services,PFSI),"$20,000",1
2406,penske-automotive,Penske Automotive,PAG),"$3,275,000",1
2407,penske-truck-leasing,Penske Truck Leasing, ,"$4,231,375",18
2408,pentair,Pentair,PNR),"$953,909",1
2409,pepsico,PepsiCo,PEP),"$54,277,874",46
2410,perdoceo-education-corporation,Perdoceo Education Corporation,PRDO),"$539,030,825",4
2411,perdue,Perdue, ,"$24,499,942",8
2412,performance-food-group,Performance Food Group,PFGC),"$14,291,736",23
2413,perkinelmer,PerkinElmer,PKI),"$200,026",3
2414,perma-fix-environmental-services,Perma-Fix Environmental Services,PESI),"$1,987,664",15
2415,pernod-ricard,Pernod Ricard, ,"$681,033",2
2416,perrigo,Perrigo,PRGO),"$224,745,193",2
2417,perry-ellis-international,Perry Ellis International, ,"$36,475",3
2418,petmed-express,PetMed Express,PETS),"$100,000",1
2419,petro-hunt,Petro-Hunt, ,"$1,207,000",7
2420,petrobras,Petrobras, ,"$170,768,350",1
2421,petroleos-mexicanos-pemex,Petroleos Mexicanos (Pemex), ,"$138,341,333",2
2422,petroquest-energy,PetroQuest Energy, ,"$316,500",9
2423,pfizer,Pfizer,PFE),"$10,193,896,333",15
2424,pg-and-e-corp,PG&E Corp.,PCG),"$6,203,299,367",62
2425,pgt-inc,PGT Inc.,PGTI),"$349,654",8
2426,phenix-lumber,Phenix Lumber, ,"$790,555",12
2427,phi-inc,PHI Inc., ,"$28,000",2
2428,phibro-animal-health,Phibro Animal Health,PAHC),"$908,130",8
2429,phil-and-teds-usa,Phil&teds USA, ,"$3,500,000",1
2430,phillips-and-jordan,Phillips & Jordan, ,"$120,661",7
2431,phillips-66,Phillips 66,NYSE: PSX),"$720,133,393",161
2432,philsynergy-maritime,Philsynergy Maritime, ,"$750,000",1
2433,phosphate-holdings,Phosphate Holdings, ,"$569,142",3
2434,physicians-group-services,Physicians Group Services, ,"$8,528,615",1
2435,pier-1-imports-inc,Pier 1 Imports Inc., ,"$4,689,640",3
2436,pike-corporation,Pike Corporation, ,"$602,195",33
2437,pilot-corporation,Pilot Corporation, ,"$102,037,954",1
2438,pinnacle-west-capital,Pinnacle West Capital,PNW),"$31,886,500",1
2439,pioneer-energy-services,Pioneer Energy Services, ,"$216,716",16
2440,pioneer-natural-resources,Pioneer Natural Resources,PXD),"$814,648",16
2441,piper-sandler,Piper Sandler,PIPR),"$43,674,454",24
2442,piping-technology-and-products,Piping Technology & Products, ,"$826,604",7
2443,pirelli,Pirelli, ,"$11,200",1
2444,pitney-bowes,Pitney Bowes,PBI),"$9,859,782",1
